method,k,mean,std,min,max
method_1,57,0.19678422895940242,0.03273265432911626,0.09544238677921837,0.27211417982958275
method_1,59,0.19096539698615211,0.03236637992071646,0.08343758277603673,0.2640582967658314
method_1,61,0.18483176526895131,0.031259491934406705,0.082423845728842,0.2523058563131462
method_1,63,0.17893146466184529,0.030523212528410573,0.0787778499460414,0.2497544153660479
method_1,65,0.17301081072569893,0.03003717738960771,0.07310979777042867,0.245657278001239
method_1,67,0.16708339600872096,0.02873074316771181,0.07191986974065137,0.24328519084123174
method_1,69,0.16127618460327076,0.028259584382251294,0.07051630823913557,0.23976000526633734
method_1,71,0.15522784449726465,0.028247863280486507,0.0643777035631603,0.22875421219858383
method_1,73,0.14804584279045624,0.027364607313519654,0.06455919141202823,0.2321873984174595
method_1,75,0.14275026713750735,0.027132046277687068,0.057055642398903476,0.23433178254083634
method_1,77,0.1370093033435793,0.026590551737421194,0.05245100525769684,0.235176234315696
method_1,79,0.13070483245914896,0.02534905097578172,0.05004061850154229,0.23821648547843985
method_1,81,0.12545012257607016,0.024279479994323866,0.04317994840374164,0.20139192176334522
method_1,83,0.12049573101824207,0.024521120989466495,0.03190204674251691,0.1900772943654614
method_1,85,0.11515046669086018,0.02449596991762466,0.02592708361140216,0.20676785587931884
method_1,87,0.11043657873300551,0.024732781195980595,0.023461405433738466,0.21627183731801047
method_1,89,0.10511038935138294,0.024301462464729334,0.018230984975249664,0.21540214373191757
method_1,91,0.09981073952133211,0.023823773203611433,0.017783021310990636,0.20595617459714086
method_1,93,0.09518420922581716,0.023276244401011243,0.01397342055798882,0.19342314266900698
method_1,95,0.08963856627499718,0.02224354831129089,0.013326151900039078,0.17206613978188415
method_1,97,0.08428963430014766,0.021788771934344767,0.01258579994537809,0.18101731195114895
method_1,99,0.07958735934941923,0.021072549935901012,0.010120832188349367,0.15813293753588922
method_1,101,0.07402921152094194,0.019769218043215138,0.008743074914006837,0.14567269514888095
method_1,103,0.06921877775702624,0.018512534457693748,0.0077904867064014826,0.1289458779596765
method_1,105,0.06420949916231626,0.017597499549950154,0.007514122986865619,0.12977747284982863
method_1,107,0.058587434911512484,0.01608418306722522,0.005922213087834832,0.12313120790041569
method_1,109,0.05316249993080389,0.015075298739432497,0.004539460550168817,0.1231202322285951
method_1,111,0.049018733392429056,0.014165252436993066,0.0032687124178241204,0.10271028929737884
method_1,113,0.04391334820292012,0.013357504378338391,0.002854427623833596,0.10604920680382886
method_1,115,0.03891745305207264,0.011958137046629765,0.002378796828644798,0.06611034792923699
method_1,117,0.03365413234908047,0.010700424921064393,0.0016377932697435767,0.062034099125967315
method_1,119,0.028153689715863562,0.009190623337510221,0.0004543230816183878,0.051335481066762854
method_1,121,0.022420306020257103,0.007642932550896205,1.1558043075507506e-05,0.05307077467966585
method_1,123,0.01661557304179281,0.005618497091146786,9.543506801197075e-06,0.03282498155768464
method_1,125,0.011292624111733436,0.004097574027747179,9.543506801197075e-06,0.024901499752880033
method_1,127,0.005278751884278179,0.0017213084997338012,9.543506801197075e-06,0.00972115774207725
method_1,129,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,131,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,133,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,135,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,137,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,139,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,141,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,143,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,145,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,147,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,149,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,151,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,153,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,155,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
method_1,157,1.4427278898361294e-05,1.949449197537925e-06,9.543506801197075e-06,2.0303354173050454e-05
